Customer_Name,Address,Bill_ID,Billing_Month,Area,Feeder_Type,Loadshedding_Hours_Per_Day,Units_Billed_kWh,Units_Consumed_kWh,Bill_Amount_PKR,Bill_Payment_Status,Electricity_Theft_Suspected
Bilal Qureshi,"House #413, Gali #46, Society Colony Nawabshah",KE-SCN-202504-0139,2025-04,Society Colony Nawabshah,Urban Residential Feeder,4.5,68.9,69.5,2230,Partially Paid,No
Rizwan Pathan,"House #192, Mohalla #43, Gareebabad Nawabshah",KE-GBN-202401-0062,2024-01,Gareebabad Nawabshah,Low-Income Residential Feeder,5.8,35.2,36.1,1220,Unpaid,No
Samina Sethar,"House #211, Lane #11, University Colony Nawabshah",KE-UCN-202508-0160,2025-08,University Colony Nawabshah,Urban Residential Feeder,7.6,148.4,150.4,4270,Paid,No
Yasmin Larik,"House #22, Street #33, Society Colony Nawabshah",KE-SCN-202509-0162,2025-09,Society Colony Nawabshah,Urban Residential Feeder,4.1,64.4,65.2,1950,Paid,No
Kamran Jamali,"House #56, Gali #32, Manwabad Nawabshah",KE-MWN-202405-0085,2024-05,Manwabad Nawabshah,Semi-Urban Feeder,9.8,80.7,83.0,2460,Paid,No
Umer Junejo,"House #227, Mohalla #47, Society Colony Nawabshah",KE-SCN-202411-0115,2024-11,Society Colony Nawabshah,Urban Residential Feeder,3.2,110.1,113.2,3530,Paid,No
Umer Pathan,"House #365, Road #48, Isharpura Nawabshah",KE-ISN-202412-0118,2024-12,Isharpura Nawabshah,Rural Feeder,8.2,59.3,59.0,1970,Unpaid,No
Naila Baloch,"House #58, Block #1, University Colony Nawabshah",KE-UCN-202410-0110,2024-10,University Colony Nawabshah,Urban Residential Feeder,5.4,96.7,96.3,2810,Paid,No
Asma Mahar,"House #229, Chowk #42, Gareebabad Nawabshah",KE-GBN-202501-0121,2025-01,Gareebabad Nawabshah,Low-Income Residential Feeder,7.1,60.8,60.0,1860,Paid,No
Bushra Memon,"House #340, Block #6, Farsi Bagh Nawabshah",KE-FBN-202301-0001,2023-01,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.7,132.8,131.1,3770,Paid,No
Imran Baloch,"House #396, Lane #45, Gareebabad Nawabshah",KE-GBN-202412-0120,2024-12,Gareebabad Nawabshah,Low-Income Residential Feeder,8.0,56.0,58.4,1590,Paid,No
Sara Bhurgri,"House #263, Block #32, Manwabad Nawabshah",KE-MWN-202411-0114,2024-11,Manwabad Nawabshah,Semi-Urban Feeder,3.7,46.7,48.7,1420,Unpaid,No
Shazia Marri,"House #66, Road #16, Society Colony Nawabshah",KE-SCN-202312-0059,2023-12,Society Colony Nawabshah,Urban Residential Feeder,2.1,92.6,94.9,2770,Paid,No
Haris Qureshi,"House #288, Lane #23, Manwabad Nawabshah",KE-MWN-202311-0051,2023-11,Manwabad Nawabshah,Semi-Urban Feeder,4.8,44.7,45.1,1470,Paid,No
Iqra Panhwar,"House #65, Block #13, University Colony Nawabshah",KE-UCN-202301-0003,2023-01,University Colony Nawabshah,Urban Residential Feeder,2.2,77.9,79.2,2460,Partially Paid,No
Nida Junejo,"House #277, Lane #21, Manwabad Nawabshah",KE-MWN-202304-0016,2023-04,Manwabad Nawabshah,Semi-Urban Feeder,4.7,56.5,57.5,1610,Paid,No
Danish Jatoi,"House #266, Road #23, Society Colony Nawabshah",KE-SCN-202509-0165,2025-09,Society Colony Nawabshah,Urban Residential Feeder,2.5,148.3,145.1,4400,Paid,No
Farah Jatoi,"House #36, Chowk #16, University Colony Nawabshah",KE-UCN-202509-0163,2025-09,University Colony Nawabshah,Urban Residential Feeder,6.4,143.4,147.5,4620,Paid,No
Hina Rajput,"House #334, Lane #48, Gareebabad Nawabshah",KE-GBN-202507-0151,2025-07,Gareebabad Nawabshah,Low-Income Residential Feeder,10.4,54.5,56.7,1890,Unpaid,No
Ali Junejo,"House #77, Road #50, University Colony Nawabshah",KE-UCN-202302-0009,2023-02,University Colony Nawabshah,Urban Residential Feeder,2.5,122.3,122.0,4090,Paid,No
Sara Rajput,"House #215, Gali #36, University Colony Nawabshah",KE-UCN-202305-0021,2023-05,University Colony Nawabshah,Urban Residential Feeder,4.0,137.7,140.2,4730,Partially Paid,No
Hamza Rind,"House #195, Chowk #43, University Colony Nawabshah",KE-UCN-202306-0028,2023-06,University Colony Nawabshah,Urban Residential Feeder,6.9,137.3,136.2,4610,Paid,No
Saba Ansari,"House #33, Chowk #8, Isharpura Nawabshah",KE-ISN-202512-0178,2025-12,Isharpura Nawabshah,Rural Feeder,8.4,28.2,28.9,840,Unpaid,No
Sikandar Shah,"House #387, Street #47, University Colony Nawabshah",KE-UCN-202312-0057,2023-12,University Colony Nawabshah,Urban Residential Feeder,2.2,82.7,86.8,2650,Paid,No
Rukhsana Jamali,"House #446, Chowk #23, Gareebabad Nawabshah",KE-GBN-202406-0086,2024-06,Gareebabad Nawabshah,Low-Income Residential Feeder,8.7,49.3,50.8,1630,Unpaid,No
Saleem Chachar,"House #114, Lane #16, Gareebabad Nawabshah",KE-GBN-202508-0159,2025-08,Gareebabad Nawabshah,Low-Income Residential Feeder,12.0,31.6,31.7,990,Partially Paid,No
Arslan Bhurgri,"House #360, Gali #38, Isharpura Nawabshah",KE-ISN-202507-0153,2025-07,Isharpura Nawabshah,Rural Feeder,14,28.4,28.6,960,Unpaid,No
Owais Panhwar,"House #270, Mohalla #17, Manwabad Nawabshah",KE-MWN-202312-0057,2023-12,Manwabad Nawabshah,Semi-Urban Feeder,5.3,89.2,88.6,2880,Paid,No
Ahmed Chandio,"House #276, Street #36, Manwabad Nawabshah",KE-MWN-202412-0116,2024-12,Manwabad Nawabshah,Semi-Urban Feeder,3.7,85.7,85.0,2440,Paid,No
Shahzad Sethar,"House #219, Road #8, Society Colony Nawabshah",KE-SCN-202503-0131,2025-03,Society Colony Nawabshah,Urban Residential Feeder,3.1,125.2,130.7,3700,Paid,No
Hassan Abbasi,"House #308, Road #6, Society Colony Nawabshah",KE-SCN-202304-0020,2023-04,Society Colony Nawabshah,Urban Residential Feeder,2.6,114.0,118.8,3580,Paid,No
Shahzad Jamali,"House #47, Mohalla #4, Gareebabad Nawabshah",KE-GBN-202412-0117,2024-12,Gareebabad Nawabshah,Low-Income Residential Feeder,5.5,32.0,33.1,910,Partially Paid,No
Hamza Bijarani,"House #412, Mohalla #34, Farsi Bagh Nawabshah",KE-FBN-202309-0043,2023-09,Farsi Bagh Nawabshah,Urban Commercial Feeder,4.0,101.4,105.9,3380,Paid,No
Bushra Rajput,"House #66, Mohalla #25, Manwabad Nawabshah",KE-MWN-202410-0109,2024-10,Manwabad Nawabshah,Semi-Urban Feeder,6.9,71.6,71.2,2470,Paid,No
Danish Jamali,"House #279, Lane #43, Isharpura Nawabshah",KE-ISN-202301-0003,2023-01,Isharpura Nawabshah,Rural Feeder,7.1,62.1,64.2,1900,Paid,No
Hamza Sethar,"House #355, Chowk #37, University Colony Nawabshah",KE-UCN-202407-0093,2024-07,University Colony Nawabshah,Urban Residential Feeder,4.9,131.0,131.9,3820,Paid,No
Hassan Abbasi,"House #408, Chowk #38, Manwabad Nawabshah",KE-MWN-202501-0122,2025-01,Manwabad Nawabshah,Semi-Urban Feeder,4.3,55.6,54.2,1840,Paid,No
Noman Malik,"House #76, Lane #38, Farsi Bagh Nawabshah",KE-FBN-202409-0101,2024-09,Farsi Bagh Nawabshah,Urban Commercial Feeder,4.0,159.9,158.2,5110,Paid,No
Muhammad Khaskheli,"House #260, Chowk #13, Manwabad Nawabshah",KE-MWN-202506-0146,2025-06,Manwabad Nawabshah,Semi-Urban Feeder,8.5,62.7,64.1,2190,Paid,No
Nasir Chandio,"House #305, Chowk #30, Society Colony Nawabshah",KE-SCN-202501-0123,2025-01,Society Colony Nawabshah,Urban Residential Feeder,2.1,140.3,140.4,4130,Paid,No
Hamza Sheikh,"House #419, Lane #10, Farsi Bagh Nawabshah",KE-FBN-202504-0138,2025-04,Farsi Bagh Nawabshah,Urban Commercial Feeder,0.9,123.8,125.7,3870,Paid,No
Shazia Siddiqui,"House #44, Road #50, Gareebabad Nawabshah",KE-GBN-202301-0001,2023-01,Gareebabad Nawabshah,Low-Income Residential Feeder,5.3,53.9,98.6,1880,Unpaid,Yes
Noman Pathan,"House #75, Chowk #16, Isharpura Nawabshah",KE-ISN-202308-0038,2023-08,Isharpura Nawabshah,Rural Feeder,13.0,42.9,43.5,1310,Paid,No
Samina Soomro,"House #55, Block #14, Gareebabad Nawabshah",KE-GBN-202301-0005,2023-01,Gareebabad Nawabshah,Low-Income Residential Feeder,6.3,34.2,33.2,1120,Paid,No
Amna Rajput,"House #151, Chowk #16, Gareebabad Nawabshah",KE-GBN-202509-0163,2025-09,Gareebabad Nawabshah,Low-Income Residential Feeder,7.5,54.6,56.3,1540,Partially Paid,No
Saleem Baloch,"House #178, Lane #33, Society Colony Nawabshah",KE-SCN-202511-0172,2025-11,Society Colony Nawabshah,Urban Residential Feeder,2.6,120.3,117.4,4170,Paid,No
Shahzad Bijarani,"House #233, Chowk #19, Society Colony Nawabshah",KE-SCN-202402-0069,2024-02,Society Colony Nawabshah,Urban Residential Feeder,1.7,135.4,140.1,4410,Paid,No
Sohail Chandio,"House #444, Mohalla #40, University Colony Nawabshah",KE-UCN-202407-0094,2024-07,University Colony Nawabshah,Urban Residential Feeder,4.5,114.5,114.6,3910,Unpaid,No
Ali Rind,"House #306, Gali #15, Isharpura Nawabshah",KE-ISN-202407-0093,2024-07,Isharpura Nawabshah,Rural Feeder,14,30.1,29.3,870,Paid,No
Tariq Rajput,"House #143, Block #46, Farsi Bagh Nawabshah",KE-FBN-202509-0162,2025-09,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.0,102.0,104.3,3230,Paid,No
Junaid Soomro,"House #355, Mohalla #27, Isharpura Nawabshah",KE-ISN-202402-0070,2024-02,Isharpura Nawabshah,Rural Feeder,7.2,34.2,33.5,960,Paid,No
Adnan Pathan,"House #38, Block #29, Gareebabad Nawabshah",KE-GBN-202304-0017,2023-04,Gareebabad Nawabshah,Low-Income Residential Feeder,9.5,66.6,67.5,2130,Partially Paid,No
Usman Jatoi,"House #240, Gali #38, Isharpura Nawabshah",KE-ISN-202303-0012,2023-03,Isharpura Nawabshah,Rural Feeder,9.7,61.6,82.5,1820,Unpaid,Yes
Hamza Panhwar,"House #407, Street #6, Gareebabad Nawabshah",KE-GBN-202503-0135,2025-03,Gareebabad Nawabshah,Low-Income Residential Feeder,8.2,50.3,49.6,1720,Unpaid,No
Bilal Ansari,"House #377, Gali #34, Farsi Bagh Nawabshah",KE-FBN-202508-0160,2025-08,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.9,149.4,148.4,4870,Paid,No
Fahad Chandio,"House #147, Lane #23, Society Colony Nawabshah",KE-SCN-202506-0146,2025-06,Society Colony Nawabshah,Urban Residential Feeder,5.4,119.2,117.3,4050,Partially Paid,No
Shahzad Mahar,"House #362, Lane #29, Manwabad Nawabshah",KE-MWN-202312-0059,2023-12,Manwabad Nawabshah,Semi-Urban Feeder,3.8,95.4,98.2,2980,Paid,No
Yasmin Ali,"House #44, Street #47, Isharpura Nawabshah",KE-ISN-202310-0047,2023-10,Isharpura Nawabshah,Rural Feeder,7.8,52.0,107.2,1600,Paid,Yes
Zeeshan Junejo,"House #66, Road #8, Manwabad Nawabshah",KE-MWN-202401-0065,2024-01,Manwabad Nawabshah,Semi-Urban Feeder,3.8,47.6,47.5,1400,Unpaid,No
Zeeshan Memon,"House #294, Road #29, Isharpura Nawabshah",KE-ISN-202307-0035,2023-07,Isharpura Nawabshah,Rural Feeder,12.9,47.7,86.4,1450,Paid,Yes
Salman Shah,"House #222, Street #18, Manwabad Nawabshah",KE-MWN-202511-0173,2025-11,Manwabad Nawabshah,Semi-Urban Feeder,4.1,53.0,104.3,1740,Paid,Yes
Shazia Khan,"House #8, Gali #50, Society Colony Nawabshah",KE-SCN-202311-0055,2023-11,Society Colony Nawabshah,Urban Residential Feeder,3.1,64.2,64.3,1940,Paid,No
Ghulam Bijarani,"House #82, Gali #21, University Colony Nawabshah",KE-UCN-202301-0002,2023-01,University Colony Nawabshah,Urban Residential Feeder,2.6,106.3,104.3,3540,Paid,No
Sobia Khaskheli,"House #24, Mohalla #23, University Colony Nawabshah",KE-UCN-202301-0004,2023-01,University Colony Nawabshah,Urban Residential Feeder,4.0,95.4,93.3,2870,Paid,No
Sana Ali,"House #376, Block #40, University Colony Nawabshah",KE-UCN-202509-0161,2025-09,University Colony Nawabshah,Urban Residential Feeder,2.5,85.7,86.7,2700,Partially Paid,No
Sohail Marri,"House #145, Road #25, Manwabad Nawabshah",KE-MWN-202507-0154,2025-07,Manwabad Nawabshah,Semi-Urban Feeder,11.3,40.6,39.6,1270,Paid,No
Ayesha Soomro,"House #433, Road #6, Isharpura Nawabshah",KE-ISN-202310-0046,2023-10,Isharpura Nawabshah,Rural Feeder,9.8,40.4,82.8,1300,Paid,Yes
Owais Rind,"House #93, Street #31, Gareebabad Nawabshah",KE-GBN-202404-0079,2024-04,Gareebabad Nawabshah,Low-Income Residential Feeder,7.1,42.7,42.0,1250,Paid,No
Danish Panhwar,"House #222, Street #12, Isharpura Nawabshah",KE-ISN-202408-0100,2024-08,Isharpura Nawabshah,Rural Feeder,10.1,36.4,37.1,1070,Paid,No
Nida Memon,"House #328, Street #43, Society Colony Nawabshah",KE-SCN-202410-0109,2024-10,Society Colony Nawabshah,Urban Residential Feeder,2.8,151.5,154.1,4250,Paid,No
Adnan Sheikh,"House #216, Block #22, University Colony Nawabshah",KE-UCN-202308-0036,2023-08,University Colony Nawabshah,Urban Residential Feeder,6.8,78.8,79.3,2750,Paid,No
Amna Bhurgri,"House #364, Road #36, Manwabad Nawabshah",KE-MWN-202412-0118,2024-12,Manwabad Nawabshah,Semi-Urban Feeder,4.9,93.8,92.5,2760,Partially Paid,No
Umer Panhwar,"House #216, Chowk #35, Society Colony Nawabshah",KE-SCN-202309-0042,2023-09,Society Colony Nawabshah,Urban Residential Feeder,4.4,64.4,64.3,2060,Paid,No
Abdul Siddiqui,"House #104, Road #4, Gareebabad Nawabshah",KE-GBN-202303-0013,2023-03,Gareebabad Nawabshah,Low-Income Residential Feeder,8.1,42.9,44.9,1460,Paid,No
Ghulam Memon,"House #133, Gali #34, Society Colony Nawabshah",KE-SCN-202404-0080,2024-04,Society Colony Nawabshah,Urban Residential Feeder,4.6,66.2,64.2,2210,Paid,No
Sana Shah,"House #89, Street #9, Isharpura Nawabshah",KE-ISN-202505-0141,2025-05,Isharpura Nawabshah,Rural Feeder,13.6,45.8,44.9,1530,Unpaid,No
Naila Sethar,"House #17, Road #8, Gareebabad Nawabshah",KE-GBN-202506-0148,2025-06,Gareebabad Nawabshah,Low-Income Residential Feeder,8.9,34.7,36.3,1000,Paid,No
Talha Marri,"House #23, Lane #48, Society Colony Nawabshah",KE-SCN-202304-0017,2023-04,Society Colony Nawabshah,Urban Residential Feeder,4.6,106.4,110.6,3650,Paid,No
Rabia Larik,"House #447, Street #39, University Colony Nawabshah",KE-UCN-202406-0087,2024-06,University Colony Nawabshah,Urban Residential Feeder,4.1,139.0,140.0,4400,Paid,No
Zeeshan Mahar,"House #303, Block #3, Isharpura Nawabshah",KE-ISN-202505-0143,2025-05,Isharpura Nawabshah,Rural Feeder,10.5,33.4,65.6,1070,Unpaid,Yes
Sara Panhwar,"House #182, Road #24, Manwabad Nawabshah",KE-MWN-202509-0165,2025-09,Manwabad Nawabshah,Semi-Urban Feeder,5.7,94.6,95.4,2830,Unpaid,No
Asad Ansari,"House #6, Chowk #8, Manwabad Nawabshah",KE-MWN-202512-0178,2025-12,Manwabad Nawabshah,Semi-Urban Feeder,4.4,60.0,59.0,1910,Paid,No
Shabana Bhutto,"House #48, Lane #40, University Colony Nawabshah",KE-UCN-202309-0045,2023-09,University Colony Nawabshah,Urban Residential Feeder,3.1,67.3,65.7,2180,Paid,No
Ayesha Soomro,"House #386, Mohalla #32, Gareebabad Nawabshah",KE-GBN-202309-0041,2023-09,Gareebabad Nawabshah,Low-Income Residential Feeder,7.5,43.2,42.3,1330,Paid,No
Asad Sheikh,"House #221, Gali #14, Manwabad Nawabshah",KE-MWN-202301-0001,2023-01,Manwabad Nawabshah,Semi-Urban Feeder,6.0,78.1,75.9,2700,Unpaid,No
Salman Bhutto,"House #140, Mohalla #34, Gareebabad Nawabshah",KE-GBN-202402-0067,2024-02,Gareebabad Nawabshah,Low-Income Residential Feeder,7.4,57.1,59.5,1860,Paid,No
Faisal Rind,"House #352, Mohalla #1, Farsi Bagh Nawabshah",KE-FBN-202310-0050,2023-10,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.9,142.4,145.7,4670,Paid,No
Zeeshan Ali,"House #358, Gali #25, University Colony Nawabshah",KE-UCN-202510-0168,2025-10,University Colony Nawabshah,Urban Residential Feeder,1.6,69.2,71.8,2160,Unpaid,No
Shabana Jamali,"House #147, Lane #15, University Colony Nawabshah",KE-UCN-202411-0112,2024-11,University Colony Nawabshah,Urban Residential Feeder,4.5,153.4,154.8,4780,Paid,No
Shoaib Malik,"House #11, Mohalla #42, Isharpura Nawabshah",KE-ISN-202505-0145,2025-05,Isharpura Nawabshah,Rural Feeder,11.4,41.5,42.4,1420,Unpaid,No
Fatima Mahar,"House #140, Lane #3, Farsi Bagh Nawabshah",KE-FBN-202406-0086,2024-06,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.2,108.0,106.9,3040,Paid,No
Shoaib Mahar,"House #59, Street #33, Society Colony Nawabshah",KE-SCN-202307-0035,2023-07,Society Colony Nawabshah,Urban Residential Feeder,5.1,85.7,87.0,2880,Paid,No
Rukhsana Siddiqui,"House #429, Lane #3, Society Colony Nawabshah",KE-SCN-202305-0023,2023-05,Society Colony Nawabshah,Urban Residential Feeder,3.3,89.0,92.2,3070,Paid,No
Noman Baloch,"House #162, Gali #33, Isharpura Nawabshah",KE-ISN-202503-0132,2025-03,Isharpura Nawabshah,Rural Feeder,8.7,37.1,81.3,1190,Partially Paid,Yes
Shazia Jamali,"House #222, Block #32, University Colony Nawabshah",KE-UCN-202401-0061,2024-01,University Colony Nawabshah,Urban Residential Feeder,4.1,104.4,102.2,3150,Paid,No
Ayesha Khaskheli,"House #337, Block #12, University Colony Nawabshah",KE-UCN-202504-0136,2025-04,University Colony Nawabshah,Urban Residential Feeder,5.3,107.1,109.1,3380,Paid,No
Hassan Abbasi,"House #340, Street #3, Isharpura Nawabshah",KE-ISN-202406-0088,2024-06,Isharpura Nawabshah,Rural Feeder,12.5,30.2,29.6,990,Paid,No
Owais Marri,"House #133, Chowk #48, University Colony Nawabshah",KE-UCN-202505-0142,2025-05,University Colony Nawabshah,Urban Residential Feeder,3.6,143.3,263.9,4760,Partially Paid,Yes
Bushra Baloch,"House #202, Gali #38, Isharpura Nawabshah",KE-ISN-202501-0123,2025-01,Isharpura Nawabshah,Rural Feeder,8.1,30.3,49.2,970,Unpaid,Yes
Robina Jatoi,"House #102, Street #42, Manwabad Nawabshah",KE-MWN-202305-0021,2023-05,Manwabad Nawabshah,Semi-Urban Feeder,9.2,87.3,143.1,2520,Paid,Yes
Zainab Junejo,"House #287, Chowk #1, Isharpura Nawabshah",KE-ISN-202303-0015,2023-03,Isharpura Nawabshah,Rural Feeder,6.9,35.5,37.2,1060,Paid,No
Nida Mahar,"House #366, Chowk #38, Gareebabad Nawabshah",KE-GBN-202506-0146,2025-06,Gareebabad Nawabshah,Low-Income Residential Feeder,12.3,41.9,41.4,1260,Paid,No
Maryam Jamali,"House #73, Road #10, University Colony Nawabshah",KE-UCN-202307-0033,2023-07,University Colony Nawabshah,Urban Residential Feeder,2.5,116.3,116.7,3550,Paid,No
Rabia Jatoi,"House #27, Lane #30, Isharpura Nawabshah",KE-ISN-202305-0023,2023-05,Isharpura Nawabshah,Rural Feeder,14,43.9,44.6,1270,Paid,No
Zainab Jamali,"House #15, Gali #4, Manwabad Nawabshah",KE-MWN-202501-0123,2025-01,Manwabad Nawabshah,Semi-Urban Feeder,5.1,82.8,85.8,2880,Paid,No
Ahmed Sethar,"House #143, Road #42, Gareebabad Nawabshah",KE-GBN-202312-0056,2023-12,Gareebabad Nawabshah,Low-Income Residential Feeder,6.4,30.5,61.5,1000,Unpaid,Yes
Sumaira Jatoi,"House #99, Block #20, Isharpura Nawabshah",KE-ISN-202410-0108,2024-10,Isharpura Nawabshah,Rural Feeder,8.7,28.7,29.7,810,Partially Paid,No
Rukhsana Bhurgri,"House #386, Street #28, Manwabad Nawabshah",KE-MWN-202308-0037,2023-08,Manwabad Nawabshah,Semi-Urban Feeder,5.4,75.0,73.7,2590,Partially Paid,No
Shoaib Bhurgri,"House #39, Lane #16, Isharpura Nawabshah",KE-ISN-202301-0005,2023-01,Isharpura Nawabshah,Rural Feeder,8.7,37.2,36.9,1050,Paid,No
Yasir Siddiqui,"House #32, Lane #1, Farsi Bagh Nawabshah",KE-FBN-202510-0170,2025-10,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.4,162.8,170.8,5440,Paid,No
Umer Khan,"House #341, Street #36, Isharpura Nawabshah",KE-ISN-202504-0138,2025-04,Isharpura Nawabshah,Rural Feeder,8.9,50.8,50.5,1490,Paid,No
Bilal Abbasi,"House #238, Mohalla #32, Gareebabad Nawabshah",KE-GBN-202510-0167,2025-10,Gareebabad Nawabshah,Low-Income Residential Feeder,7.4,66.8,67.7,1880,Partially Paid,No
Uzma Panhwar,"House #289, Mohalla #3, Manwabad Nawabshah",KE-MWN-202407-0093,2024-07,Manwabad Nawabshah,Semi-Urban Feeder,6.5,91.3,88.7,2750,Partially Paid,No
Amna Marri,"House #302, Lane #13, University Colony Nawabshah",KE-UCN-202307-0032,2023-07,University Colony Nawabshah,Urban Residential Feeder,3.7,81.7,80.4,2300,Paid,No
Abdul Ali,"House #99, Gali #16, Farsi Bagh Nawabshah",KE-FBN-202309-0041,2023-09,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.3,155.0,159.4,4740,Partially Paid,No
Imran Marri,"House #162, Lane #5, Isharpura Nawabshah",KE-ISN-202508-0158,2025-08,Isharpura Nawabshah,Rural Feeder,12.9,25.8,26.8,890,Partially Paid,No
Yasmin Junejo,"House #413, Block #11, University Colony Nawabshah",KE-UCN-202512-0180,2025-12,University Colony Nawabshah,Urban Residential Feeder,2.3,56.0,54.4,1960,Paid,No
Usman Solangi,"House #64, Road #28, Society Colony Nawabshah",KE-SCN-202406-0088,2024-06,Society Colony Nawabshah,Urban Residential Feeder,5.9,74.1,72.8,2180,Partially Paid,No
Arslan Malik,"House #41, Lane #12, Manwabad Nawabshah",KE-MWN-202511-0171,2025-11,Manwabad Nawabshah,Semi-Urban Feeder,4.0,53.7,53.9,1790,Unpaid,No
Naveed Bhutto,"House #96, Chowk #42, Society Colony Nawabshah",KE-SCN-202509-0164,2025-09,Society Colony Nawabshah,Urban Residential Feeder,5.9,157.4,163.6,4480,Paid,No
Asad Chandio,"House #383, Block #10, Isharpura Nawabshah",KE-ISN-202303-0014,2023-03,Isharpura Nawabshah,Rural Feeder,10.0,45.9,47.4,1430,Paid,No
Kiran Sethar,"House #444, Road #10, Society Colony Nawabshah",KE-SCN-202506-0148,2025-06,Society Colony Nawabshah,Urban Residential Feeder,3.1,108.2,107.8,3120,Paid,No
Ahmed Qureshi,"House #429, Lane #15, Isharpura Nawabshah",KE-ISN-202305-0022,2023-05,Isharpura Nawabshah,Rural Feeder,14,52.8,52.1,1770,Unpaid,No
Fatima Solangi,"House #294, Chowk #22, Isharpura Nawabshah",KE-ISN-202402-0068,2024-02,Isharpura Nawabshah,Rural Feeder,6.5,52.0,81.6,1680,Unpaid,Yes
Rukhsana Chachar,"House #333, Block #49, Society Colony Nawabshah",KE-SCN-202504-0138,2025-04,Society Colony Nawabshah,Urban Residential Feeder,2.7,132.3,129.4,3950,Paid,No
Sobia Ali,"House #157, Road #2, Society Colony Nawabshah",KE-SCN-202409-0104,2024-09,Society Colony Nawabshah,Urban Residential Feeder,5.2,141.8,139.9,4440,Partially Paid,No
Amna Khan,"House #194, Street #47, Manwabad Nawabshah",KE-MWN-202304-0018,2023-04,Manwabad Nawabshah,Semi-Urban Feeder,8.1,78.4,80.8,2590,Partially Paid,No
Sana Baloch,"House #312, Gali #28, Society Colony Nawabshah",KE-SCN-202411-0113,2024-11,Society Colony Nawabshah,Urban Residential Feeder,3.3,125.8,127.5,3750,Paid,No
Samina Siddiqui,"House #213, Gali #47, Manwabad Nawabshah",KE-MWN-202306-0029,2023-06,Manwabad Nawabshah,Semi-Urban Feeder,9.1,82.6,84.8,2730,Paid,No
Sohail Solangi,"House #372, Lane #10, Gareebabad Nawabshah",KE-GBN-202507-0155,2025-07,Gareebabad Nawabshah,Low-Income Residential Feeder,11.3,47.4,46.1,1540,Unpaid,No
Sohail Junejo,"House #441, Block #19, Manwabad Nawabshah",KE-MWN-202510-0167,2025-10,Manwabad Nawabshah,Semi-Urban Feeder,4.2,52.3,50.8,1560,Paid,No
Asma Khan,"House #76, Lane #47, Society Colony Nawabshah",KE-SCN-202508-0160,2025-08,Society Colony Nawabshah,Urban Residential Feeder,5.8,87.8,90.2,2730,Paid,No
Farah Solangi,"House #315, Lane #13, Gareebabad Nawabshah",KE-GBN-202304-0020,2023-04,Gareebabad Nawabshah,Low-Income Residential Feeder,8.7,34.9,36.1,1160,Paid,No
Noman Rind,"House #141, Block #31, Farsi Bagh Nawabshah",KE-FBN-202411-0113,2024-11,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.9,121.9,126.6,4030,Paid,No
Fatima Pathan,"House #298, Block #16, Gareebabad Nawabshah",KE-GBN-202305-0023,2023-05,Gareebabad Nawabshah,Low-Income Residential Feeder,9.1,36.4,60.2,1270,Partially Paid,Yes
Hina Mahar,"House #224, Street #35, Manwabad Nawabshah",KE-MWN-202509-0161,2025-09,Manwabad Nawabshah,Semi-Urban Feeder,6.2,69.9,69.9,2260,Paid,No
Rabia Memon,"House #248, Mohalla #43, Gareebabad Nawabshah",KE-GBN-202503-0133,2025-03,Gareebabad Nawabshah,Low-Income Residential Feeder,7.1,58.5,58.5,1790,Partially Paid,No
Adnan Soomro,"House #145, Lane #32, Manwabad Nawabshah",KE-MWN-202412-0117,2024-12,Manwabad Nawabshah,Semi-Urban Feeder,3.5,40.7,40.7,1220,Paid,No
Sara Larik,"House #278, Street #27, Farsi Bagh Nawabshah",KE-FBN-202401-0064,2024-01,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.6,86.9,86.2,2770,Paid,No
Yasir Solangi,"House #52, Street #22, Society Colony Nawabshah",KE-SCN-202510-0167,2025-10,Society Colony Nawabshah,Urban Residential Feeder,5.0,90.4,87.9,2920,Paid,No
Zeeshan Chandio,"House #15, Block #42, Gareebabad Nawabshah",KE-GBN-202406-0089,2024-06,Gareebabad Nawabshah,Low-Income Residential Feeder,11.9,51.4,50.4,1470,Partially Paid,No
Hamza Rajput,"House #196, Chowk #38, University Colony Nawabshah",KE-UCN-202511-0171,2025-11,University Colony Nawabshah,Urban Residential Feeder,3.6,104.6,103.3,3440,Partially Paid,No
Naveed Solangi,"House #380, Lane #2, Manwabad Nawabshah",KE-MWN-202408-0098,2024-08,Manwabad Nawabshah,Semi-Urban Feeder,5.8,48.1,96.6,1620,Paid,Yes
Ayesha Junejo,"House #322, Mohalla #33, Gareebabad Nawabshah",KE-GBN-202410-0110,2024-10,Gareebabad Nawabshah,Low-Income Residential Feeder,9.8,52.6,55.2,1770,Unpaid,No
Fatima Ansari,"House #254, Chowk #7, Gareebabad Nawabshah",KE-GBN-202308-0039,2023-08,Gareebabad Nawabshah,Low-Income Residential Feeder,11.1,45.0,46.6,1410,Partially Paid,No
